CC0B,BNE,44,57,64,A7,FB
CC0D,JMP,44,57,64,A7,FB
CC14,NOP,44,57,64,A7,FB
CC15,SEC,44,57,64,A7,FB
CC16,LDX,44,69,64,25,FB
CC18,LDA,96,69,64,A5,FB
CC1A,BIT,96,69,64,E5,FB
CC1C,LDY,96,69,FF,E5,FB
CC1E,INY,96,69,00,67,FB
CC1F,BNE,96,69,00,67,FB
CC21,BMI,96,69,00,67,FB
CC23,BCC,96,69,00,67,FB
CC25,BVC,96,69,00,67,FB
CC27,CPY,96,69,00,67,FB
CC29,BNE,96,69,00,67,FB
CC2B,INY,96,69,01,65,FB
CC2C,BEQ,96,69,01,65,FB
CC2E,BMI,96,69,01,65,FB
CC30,BCC,96,69,01,65,FB
CC32,BVC,96,69,01,65,FB
CC34,CLC,96,69,01,64,FB
CC35,CLV,96,69,01,24,FB
CC36,LDY,96,69,00,26,FB
CC38,DEY,96,69,FF,A4,FB
CC39,BEQ,96,69,FF,A4,FB
CC3B,BPL,96,69,FF,A4,FB
CC3D,BCS,96,69,FF,A4,FB
CC3F,BVS,96,69,FF,A4,FB
CC41,CPY,96,69,FF,A7,FB
CC43,BNE,96,69,FF,A7,FB
CC45,CLC,96,69,FF,A6,FB
CC46,DEY,96,69,FE,A4,FB
CC47,BEQ,96,69,FE,A4,FB
CC49,BPL,96,69,FE,A4,FB
CC4B,BCS,96,69,FE,A4,FB
CC4D,BVS,96,69,FE,A4,FB
CC4F,CPY,96,69,FE,A7,FB
CC51,BNE,96,69,FE,A7,FB
CC53,CMP,96,69,FE,A7,FB
CC55,BNE,96,69,FE,A7,FB
CC57,CPX,96,69,FE,A7,FB
CC59,BNE,96,69,FE,A7,FB
CC5B,JMP,96,69,FE,A7,FB
CC62,NOP,96,69,FE,A7,FB
CC63,SEC,96,69,FE,A7,FB
CC64,LDY,96,69,69,25,FB
CC66,LDA,96,69,69,A5,FB
CC68,BIT,96,69,69,E5,FB
CC6A,LDX,96,FF,69,E5,FB
CC6C,INX,96,00,69,67,FB
CC6D,BNE,96,00,69,67,FB
CC6F,BMI,96,00,69,67,FB
CC71,BCC,96,00,69,67,FB
CC73,BVC,96,00,69,67,FB
CC75,CPX,96,00,69,67,FB
CC77,BNE,96,00,69,67,FB
CC79,INX,96,01,69,65,FB
CC7A,BEQ,96,01,69,65,FB
CC7C,BMI,96,01,69,65,FB
CC7E,BCC,96,01,69,65,FB
CC80,BVC,96,01,69,65,FB
CC82,CLC,96,01,69,64,FB
CC83,CLV,96,01,69,24,FB
CC84,LDX,96,00,69,26,FB
CC86,DEX,96,FF,69,A4,FB
CC87,BEQ,96,FF,69,A4,FB
CC89,BPL,96,FF,69,A4,FB
CC8B,BCS,96,FF,69,A4,FB
CC8D,BVS,96,FF,69,A4,FB
CC8F,CPX,96,FF,69,A7,FB
CC91,BNE,96,FF,69,A7,FB
CC93,CLC,96,FF,69,A6,FB
CC94,DEX,96,FE,69,A4,FB
CC95,BEQ,96,FE,69,A4,FB
CC97,BPL,96,FE,69,A4,FB
CC99,BCS,96,FE,69,A4,FB
CC9B,BVS,96,FE,69,A4,FB
CC9D,CPX,96,FE,69,A7,FB
CC9F,BNE,96,FE,69,A7,FB
CCA1,CMP,96,FE,69,A7,FB
CCA3,BNE,96,FE,69,A7,FB
CCA5,CPY,96,FE,69,A7,FB
CCA7,BNE,96,FE,69,A7,FB
CCA9,JMP,96,FE,69,A7,FB
CCB0,NOP,96,FE,69,A7,FB
CCB1,LDA,85,FE,69,A5,FB
CCB3,LDX,85,34,69,25,FB
CCB5,LDY,85,34,99,A5,FB
CCB7,CLC,85,34,99,A4,FB
CCB8,BIT,85,34,99,E4,FB
CCBA,TAY,85,34,85,E4,FB
CCBB,BEQ,85,34,85,E4,FB
CCBD,BCS,85,34,85,E4,FB
CCBF,BVC,85,34,85,E4,FB
CCC1,BPL,85,34,85,E4,FB
CCC3,CMP,85,34,85,E7,FB
CCC5,BNE,85,34,85,E7,FB
CCC7,CPX,85,34,85,E7,FB
CCC9,BNE,85,34,85,E7,FB
CCCB,CPY,85,34,85,E7,FB
CCCD,BNE,85,34,85,E7,FB
CCCF,LDA,00,34,85,67,FB
CCD1,SEC,00,34,85,67,FB
CCD2,CLV,00,34,85,27,FB
CCD3,TAY,00,34,00,27,FB
CCD4,BNE,00,34,00,27,FB
CCD6,BCC,00,34,00,27,FB
CCD8,BVS,00,34,00,27,FB
CCDA,BMI,00,34,00,27,FB
CCDC,CMP,00,34,00,27,FB
CCDE,BNE,00,34,00,27,FB
CCE0,CPX,00,34,00,27,FB
CCE2,BNE,00,34,00,27,FB
CCE4,CPY,00,34,00,27,FB
CCE6,BNE,00,34,00,27,FB
CCE8,JMP,00,34,00,27,FB
CCEF,NOP,00,34,00,27,FB
CCF0,LDA,85,34,00,A5,FB
CCF2,LDX,85,34,00,25,FB
CCF4,LDY,85,34,99,A5,FB
CCF6,CLC,85,34,99,A4,FB
CCF7,BIT,85,34,99,E4,FB
CCF9,TAX,85,85,99,E4,FB
CCFA,BEQ,85,85,99,E4,FB
CCFC,BCS,85,85,99,E4,FB
CCFE,BVC,85,85,99,E4,FB
CD00,BPL,85,85,99,E4,FB
