C000   4C   F5   C5    JMP    A:00    X:00    Y:00    P:24    SP:FD       BaseAddr:C5F5    IndirAddr:0000    Absolute
D5E9   00   70   06    BVS    A:01    X:33    Y:88    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
D5EB   00   F0   04    BEQ    A:01    X:33    Y:88    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
D5ED   00   C9   01    CMP    A:01    X:33    Y:88    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D5EF   00   F0   04    BEQ    A:01    X:33    Y:88    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
D5F5   00   A0   B8    LDY    A:01    X:33    Y:B8    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D5F7   00   A9   AA    LDA    A:AA    X:33    Y:B8    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D5F9   8D   78   06    STA    A:AA    X:33    Y:B8    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D5FC   B6   D4   F7    JSR    A:AA    X:33    Y:B8    P:A5    SP:F9       BaseAddr:F7B6    IndirAddr:0000    Absolute
F7B6   00   18   A9    CLC    A:AA    X:33    Y:B8    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7B7   00   A9   FF    LDA    A:FF    X:33    Y:B8    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7B9   00   85   01    STA    A:FF    X:33    Y:B8    P:A4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F7BB   24   01   FF    BIT    A:FF    X:33    Y:B8    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F7BD   00   A9   55    LDA    A:55    X:33    Y:B8    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7BF   FE   D5   0D    RTS    A:55    X:33    Y:B8    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D5FF   78   06   AA    ORA    A:FF    X:33    Y:B8    P:E4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D602   C0   D5   F7    JSR    A:FF    X:33    Y:B8    P:E4    SP:F9       BaseAddr:F7C0    IndirAddr:0000    Absolute
F7C0   00   B0   09    BCS    A:FF    X:33    Y:B8    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7C2   00   10   07    BPL    A:FF    X:33    Y:B8    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7C4   00   C9   FF    CMP    A:FF    X:33    Y:B8    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7C6   00   D0   03    BNE    A:FF    X:33    Y:B8    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7C8   00   50   01    BVC    A:FF    X:33    Y:B8    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7CA   04   D6   C8    RTS    A:FF    X:33    Y:B8    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D605   00   C8   A9    INY    A:FF    X:33    Y:B9    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D606   00   A9   00    LDA    A:00    X:33    Y:B9    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D608   8D   78   06    STA    A:00    X:33    Y:B9    P:67    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D60B   CE   D6   F7    JSR    A:00    X:33    Y:B9    P:67    SP:F9       BaseAddr:F7CE    IndirAddr:0000    Absolute
F7CE   00   38   B8    SEC    A:00    X:33    Y:B9    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7CF   00   B8   A9    CLV    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7D0   00   A9   00    LDA    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7D2   0D   D6   0D    RTS    A:00    X:33    Y:B9    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D60E   78   06   00    ORA    A:00    X:33    Y:B9    P:27    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D611   D3   D6   F7    JSR    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:F7D3    IndirAddr:0000    Absolute
F7D3   00   D0   07    BNE    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7D5   00   70   05    BVS    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7D7   00   90   03    BCC    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7D9   00   30   01    BMI    A:00    X:33    Y:B9    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7DB   13   D6   C8    RTS    A:00    X:33    Y:B9    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D614   00   C8   A9    INY    A:00    X:33    Y:BA    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D615   00   A9   AA    LDA    A:AA    X:33    Y:BA    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D617   8D   78   06    STA    A:AA    X:33    Y:BA    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D61A   DF   D6   F7    JSR    A:AA    X:33    Y:BA    P:A5    SP:F9       BaseAddr:F7DF    IndirAddr:0000    Absolute
F7DF   00   18   24    CLC    A:AA    X:33    Y:BA    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7E0   24   01   FF    BIT    A:AA    X:33    Y:BA    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F7E2   00   A9   55    LDA    A:55    X:33    Y:BA    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7E4   1C   D6   2D    RTS    A:55    X:33    Y:BA    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D61D   78   06   AA    AND    A:00    X:33    Y:BA    P:66    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D620   E5   D6   F7    JSR    A:00    X:33    Y:BA    P:66    SP:F9       BaseAddr:F7E5    IndirAddr:0000    Absolute
F7E5   00   D0   07    BNE    A:00    X:33    Y:BA    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7E7   00   50   05    BVC    A:00    X:33    Y:BA    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7E9   00   B0   03    BCS    A:00    X:33    Y:BA    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7EB   00   30   01    BMI    A:00    X:33    Y:BA    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7ED   22   D6   C8    RTS    A:00    X:33    Y:BA    P:66    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D623   00   C8   A9    INY    A:00    X:33    Y:BB    P:E4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D624   00   A9   EF    LDA    A:EF    X:33    Y:BB    P:E4    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D626   8D   78   06    STA    A:EF    X:33    Y:BB    P:E4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D629   F1   D6   F7    JSR    A:EF    X:33    Y:BB    P:E4    SP:F9       BaseAddr:F7F1    IndirAddr:0000    Absolute
F7F1   00   38   B8    SEC    A:EF    X:33    Y:BB    P:E5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7F2   00   B8   A9    CLV    A:EF    X:33    Y:BB    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7F3   00   A9   F8    LDA    A:F8    X:33    Y:BB    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7F5   2B   D6   2D    RTS    A:F8    X:33    Y:BB    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D62C   78   06   EF    AND    A:E8    X:33    Y:BB    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D62F   F6   D6   F7    JSR    A:E8    X:33    Y:BB    P:A5    SP:F9       BaseAddr:F7F6    IndirAddr:0000    Absolute
F7F6   00   90   09    BCC    A:E8    X:33    Y:BB    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7F8   00   10   07    BPL    A:E8    X:33    Y:BB    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7FA   00   C9   E8    CMP    A:E8    X:33    Y:BB    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7FC   00   D0   03    BNE    A:E8    X:33    Y:BB    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7FE   00   70   01    BVS    A:E8    X:33    Y:BB    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F800   31   D6   C8    RTS    A:E8    X:33    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D632   00   C8   A9    INY    A:E8    X:33    Y:BC    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D633   00   A9   AA    LDA    A:AA    X:33    Y:BC    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D635   8D   78   06    STA    A:AA    X:33    Y:BC    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D638   04   D6   F8    JSR    A:AA    X:33    Y:BC    P:A5    SP:F9       BaseAddr:F804    IndirAddr:0000    Absolute
F804   00   18   24    CLC    A:AA    X:33    Y:BC    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F805   24   01   FF    BIT    A:AA    X:33    Y:BC    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F807   00   A9   5F    LDA    A:5F    X:33    Y:BC    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F809   3A   D6   4D    RTS    A:5F    X:33    Y:BC    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D63B   78   06   AA    EOR    A:F5    X:33    Y:BC    P:E4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D63E   0A   D6   F8    JSR    A:F5    X:33    Y:BC    P:E4    SP:F9       BaseAddr:F80A    IndirAddr:0000    Absolute
F80A   00   B0   09    BCS    A:F5    X:33    Y:BC    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F80C   00   10   07    BPL    A:F5    X:33    Y:BC    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F80E   00   C9   F5    CMP    A:F5    X:33    Y:BC    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F810   00   D0   03    BNE    A:F5    X:33    Y:BC    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F812   00   50   01    BVC    A:F5    X:33    Y:BC    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F814   40   D6   C8    RTS    A:F5    X:33    Y:BC    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D641   00   C8   A9    INY    A:F5    X:33    Y:BD    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D642   00   A9   70    LDA    A:70    X:33    Y:BD    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D644   8D   78   06    STA    A:70    X:33    Y:BD    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D647   18   D6   F8    JSR    A:70    X:33    Y:BD    P:65    SP:F9       BaseAddr:F818    IndirAddr:0000    Absolute
F818   00   38   B8    SEC    A:70    X:33    Y:BD    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F819   00   B8   A9    CLV    A:70    X:33    Y:BD    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F81A   00   A9   70    LDA    A:70    X:33    Y:BD    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F81C   49   D6   4D    RTS    A:70    X:33    Y:BD    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D64A   78   06   70    EOR    A:00    X:33    Y:BD    P:27    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D64D   1D   D6   F8    JSR    A:00    X:33    Y:BD    P:27    SP:F9       BaseAddr:F81D    IndirAddr:0000    Absolute
F81D   00   D0   07    BNE    A:00    X:33    Y:BD    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F81F   00   70   05    BVS    A:00    X:33    Y:BD    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F821   00   90   03    BCC    A:00    X:33    Y:BD    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F823   00   30   01    BMI    A:00    X:33    Y:BD    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F825   4F   D6   C8    RTS    A:00    X:33    Y:BD    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D650   00   C8   A9    INY    A:00    X:33    Y:BE    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D651   00   A9   69    LDA    A:69    X:33    Y:BE    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D653   8D   78   06    STA    A:69    X:33    Y:BE    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D656   29   D6   F8    JSR    A:69    X:33    Y:BE    P:25    SP:F9       BaseAddr:F829    IndirAddr:0000    Absolute
F829   00   18   24    CLC    A:69    X:33    Y:BE    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F82A   24   01   FF    BIT    A:69    X:33    Y:BE    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F82C   00   A9   00    LDA    A:00    X:33    Y:BE    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F82E   58   D6   6D    RTS    A:00    X:33    Y:BE    P:66    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D659   78   06   69    ADC    A:69    X:33    Y:BE    P:24    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D65C   2F   D6   F8    JSR    A:69    X:33    Y:BE    P:24    SP:F9       BaseAddr:F82F    IndirAddr:0000    Absolute
F82F   00   30   09    BMI    A:69    X:33    Y:BE    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F831   00   B0   07    BCS    A:69    X:33    Y:BE    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F833   00   C9   69    CMP    A:69    X:33    Y:BE    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F835   00   D0   03    BNE    A:69    X:33    Y:BE    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F837   00   70   01    BVS    A:69    X:33    Y:BE    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F839   5E   D6   C8    RTS    A:69    X:33    Y:BE    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D65F   00   C8   20    INY    A:69    X:33    Y:BF    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D660   3D   D6   F8    JSR    A:69    X:33    Y:BF    P:A5    SP:F9       BaseAddr:F83D    IndirAddr:0000    Absolute
F83D   00   38   24    SEC    A:69    X:33    Y:BF    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F83E   24   01   FF    BIT    A:69    X:33    Y:BF    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F840   00   A9   00    LDA    A:00    X:33    Y:BF    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F842   62   D6   6D    RTS    A:00    X:33    Y:BF    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D663   78   06   69    ADC    A:6A    X:33    Y:BF    P:24    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D666   43   D6   F8    JSR    A:6A    X:33    Y:BF    P:24    SP:F9       BaseAddr:F843    IndirAddr:0000    Absolute
F843   00   30   09    BMI    A:6A    X:33    Y:BF    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F845   00   B0   07    BCS    A:6A    X:33    Y:BF    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F847   00   C9   6A    CMP    A:6A    X:33    Y:BF    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F849   00   D0   03    BNE    A:6A    X:33    Y:BF    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F84B   00   70   01    BVS    A:6A    X:33    Y:BF    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F84D   68   D6   C8    RTS    A:6A    X:33    Y:BF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D669   00   C8   A9    INY    A:6A    X:33    Y:C0    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D66A   00   A9   7F    LDA    A:7F    X:33    Y:C0    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D66C   8D   78   06    STA    A:7F    X:33    Y:C0    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D66F   51   D6   F8    JSR    A:7F    X:33    Y:C0    P:25    SP:F9       BaseAddr:F851    IndirAddr:0000    Absolute
F851   00   38   B8    SEC    A:7F    X:33    Y:C0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F852   00   B8   A9    CLV    A:7F    X:33    Y:C0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F853   00   A9   7F    LDA    A:7F    X:33    Y:C0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F855   71   D6   6D    RTS    A:7F    X:33    Y:C0    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D672   78   06   7F    ADC    A:FF    X:33    Y:C0    P:E4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D675   56   D6   F8    JSR    A:FF    X:33    Y:C0    P:E4    SP:F9       BaseAddr:F856    IndirAddr:0000    Absolute
F856   00   10   09    BPL    A:FF    X:33    Y:C0    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F858   00   B0   07    BCS    A:FF    X:33    Y:C0    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F85A   00   C9   FF    CMP    A:FF    X:33    Y:C0    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F85C   00   D0   03    BNE    A:FF    X:33    Y:C0    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F85E   00   50   01    BVC    A:FF    X:33    Y:C0    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F860   77   D6   C8    RTS    A:FF    X:33    Y:C0    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D678   00   C8   A9    INY    A:FF    X:33    Y:C1    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D679   00   A9   80    LDA    A:80    X:33    Y:C1    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D67B   8D   78   06    STA    A:80    X:33    Y:C1    P:E5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D67E   64   D6   F8    JSR    A:80    X:33    Y:C1    P:E5    SP:F9       BaseAddr:F864    IndirAddr:0000    Absolute
F864   00   18   24    CLC    A:80    X:33    Y:C1    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F865   24   01   FF    BIT    A:80    X:33    Y:C1    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F867   00   A9   7F    LDA    A:7F    X:33    Y:C1    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F869   80   D6   6D    RTS    A:7F    X:33    Y:C1    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D681   78   06   80    ADC    A:FF    X:33    Y:C1    P:A4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D684   6A   D6   F8    JSR    A:FF    X:33    Y:C1    P:A4    SP:F9       BaseAddr:F86A    IndirAddr:0000    Absolute
F86A   00   10   09    BPL    A:FF    X:33    Y:C1    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F86C   00   B0   07    BCS    A:FF    X:33    Y:C1    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F86E   00   C9   FF    CMP    A:FF    X:33    Y:C1    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F870   00   D0   03    BNE    A:FF    X:33    Y:C1    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F872   00   70   01    BVS    A:FF    X:33    Y:C1    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F874   86   D6   C8    RTS    A:FF    X:33    Y:C1    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D687   00   C8   20    INY    A:FF    X:33    Y:C2    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D688   78   D6   F8    JSR    A:FF    X:33    Y:C2    P:A5    SP:F9       BaseAddr:F878    IndirAddr:0000    Absolute
F878   00   38   B8    SEC    A:FF    X:33    Y:C2    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F879   00   B8   A9    CLV    A:FF    X:33    Y:C2    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F87A   00   A9   7F    LDA    A:7F    X:33    Y:C2    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F87C   8A   D6   6D    RTS    A:7F    X:33    Y:C2    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D68B   78   06   80    ADC    A:00    X:33    Y:C2    P:27    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D68E   7D   D6   F8    JSR    A:00    X:33    Y:C2    P:27    SP:F9       BaseAddr:F87D    IndirAddr:0000    Absolute
F87D   00   D0   07    BNE    A:00    X:33    Y:C2    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F87F   00   30   05    BMI    A:00    X:33    Y:C2    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F881   00   70   03    BVS    A:00    X:33    Y:C2    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F883   00   90   01    BCC    A:00    X:33    Y:C2    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F885   90   D6   C8    RTS    A:00    X:33    Y:C2    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D691   00   C8   A9    INY    A:00    X:33    Y:C3    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D692   00   A9   40    LDA    A:40    X:33    Y:C3    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D694   8D   78   06    STA    A:40    X:33    Y:C3    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D697   89   D6   F8    JSR    A:40    X:33    Y:C3    P:25    SP:F9       BaseAddr:F889    IndirAddr:0000    Absolute
F889   24   01   FF    BIT    A:40    X:33    Y:C3    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F88B   00   A9   40    LDA    A:40    X:33    Y:C3    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F88D   99   D6   CD    RTS    A:40    X:33    Y:C3    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D69A   78   06   40    CMP    A:40    X:33    Y:C3    P:67    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D69D   8E   D6   F8    JSR    A:40    X:33    Y:C3    P:67    SP:F9       BaseAddr:F88E    IndirAddr:0000    Absolute
F88E   00   30   07    BMI    A:40    X:33    Y:C3    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F890   00   90   05    BCC    A:40    X:33    Y:C3    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F892   00   D0   03    BNE    A:40    X:33    Y:C3    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F894   00   50   01    BVC    A:40    X:33    Y:C3    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F896   9F   D6   C8    RTS    A:40    X:33    Y:C3    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6A0   00   C8   48    INY    A:40    X:33    Y:C4    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6A1   00   48   A9    PHA    A:40    X:33    Y:C4    P:E5    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
D6A2   00   A9   3F    LDA    A:3F    X:33    Y:C4    P:65    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
D6A4   8D   78   06    STA    A:3F    X:33    Y:C4    P:65    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
D6A7   20   9F   40    PLA    A:40    X:33    Y:C4    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6A8   9A   40   F8    JSR    A:40    X:33    Y:C4    P:65    SP:F9       BaseAddr:F89A    IndirAddr:0000    Absolute
F89A   00   B8   60    CLV    A:40    X:33    Y:C4    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F89B   AA   D6   CD    RTS    A:40    X:33    Y:C4    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6AB   78   06   3F    CMP    A:40    X:33    Y:C4    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D6AE   9C   D6   F8    JSR    A:40    X:33    Y:C4    P:25    SP:F9       BaseAddr:F89C    IndirAddr:0000    Absolute
F89C   00   F0   07    BEQ    A:40    X:33    Y:C4    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F89E   00   30   05    BMI    A:40    X:33    Y:C4    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A0   00   90   03    BCC    A:40    X:33    Y:C4    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A2   00   70   01    BVS    A:40    X:33    Y:C4    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A4   B0   D6   C8    RTS    A:40    X:33    Y:C4    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6B1   00   C8   48    INY    A:40    X:33    Y:C5    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6B2   00   48   A9    PHA    A:40    X:33    Y:C5    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
D6B3   00   A9   41    LDA    A:41    X:33    Y:C5    P:25    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
D6B5   8D   78   06    STA    A:41    X:33    Y:C5    P:25    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
D6B8   CD   B0   40    PLA    A:40    X:33    Y:C5    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6B9   78   06   41    CMP    A:40    X:33    Y:C5    P:A4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D6BC   A8   40   F8    JSR    A:40    X:33    Y:C5    P:A4    SP:F9       BaseAddr:F8A8    IndirAddr:0000    Absolute
F8A8   00   F0   05    BEQ    A:40    X:33    Y:C5    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AA   00   10   03    BPL    A:40    X:33    Y:C5    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AC   00   10   01    BPL    A:40    X:33    Y:C5    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AE   BE   D6   C8    RTS    A:40    X:33    Y:C5    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6BF   00   C8   48    INY    A:40    X:33    Y:C6    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6C0   00   48   A9    PHA    A:40    X:33    Y:C6    P:A4    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
